epoch,loss,Validation CER
0,1.9762918258640703,0.32372298891644175
1,0.8457299371843621,0.21578503274068755
2,0.6201553034434013,0.15935835752626648
3,0.4443109896352518,0.13912355722908862
4,0.38803601636809404,0.12408556682878534
5,0.2918694868942622,0.1103732389453185
6,0.22914171106580272,0.10557820137243855
